"sequencial","dataadmissao","transferido","codigoatleta","codigoclube"
3042,2011-12-16,false,4114,17
3043,2007-08-11,false,4115,17
3044,2007-08-11,false,4117,17
3045,2007-08-11,false,4118,17
3046,2007-08-11,false,4119,17
3047,2007-08-11,false,4120,17
3048,2007-12-05,false,4121,32
3049,2007-12-05,false,4122,32
3050,2007-09-23,false,4124,11
3051,2007-09-23,false,4125,11
3052,2007-09-23,false,4127,11
3053,2007-09-23,false,4128,11
3054,2007-09-23,false,4129,11
3055,2007-09-23,false,4131,11
3056,2007-09-23,false,4132,11
3057,2007-09-23,false,4133,11
3058,2007-09-23,false,4134,11
3059,2007-09-23,false,4137,11
3060,2007-09-23,false,4138,11
3061,2007-09-23,false,4139,11
337,2007-12-18,false,351,28
3062,2005-10-01,false,4142,11
3063,2005-10-01,false,4144,11
3064,2007-04-22,false,4146,11
3065,2005-05-08,false,4147,11
3066,2007-09-23,false,4148,11
3067,2007-09-23,false,4149,11
3068,2003-08-31,false,4150,11
3069,2007-09-23,false,4153,11
3070,2007-09-23,false,4154,11
3071,2007-09-23,false,4156,11
3072,2007-09-23,false,4157,11
3073,2005-10-01,false,4159,11
3074,2007-04-22,false,4160,11
3075,2006-09-03,false,4161,11
3076,2006-09-03,false,4162,11
3077,2006-04-02,false,4163,11
3078,2003-04-06,false,4164,11
3079,2005-10-01,false,4165,11
3080,2007-09-23,false,4166,11
3081,2003-08-31,false,4167,11
3082,2007-09-23,false,4168,11
3083,2007-09-23,false,4169,11
3084,2007-09-23,false,4170,11
3085,2007-04-22,false,4171,11
3086,2007-09-23,false,4172,11
3087,2007-04-22,false,4173,11
3088,2007-04-22,false,4176,11
3089,2007-04-22,false,4177,11
3090,2007-04-22,false,4178,11
3091,2007-04-22,false,4180,11
3092,2007-04-22,false,4182,11
3093,2007-04-22,false,4183,11
3094,2007-04-22,false,4184,11
3095,2007-04-22,false,4186,11
3096,2007-04-22,false,4187,11
3097,2007-04-22,false,4188,11
3098,2007-04-22,false,4189,11
3099,2007-04-22,false,4190,11
3100,2007-04-22,false,4191,11
3101,2007-04-22,false,4192,11
3102,2007-04-22,false,4194,11
3103,2007-04-22,false,4198,11
3104,2006-09-03,false,4199,11
3105,2004-12-19,false,4201,11
3106,2004-12-19,false,4202,11
3107,2006-09-03,false,4203,11
3108,2005-10-01,false,4205,11
3109,2007-04-22,false,4206,11
3110,2007-04-22,false,4207,11
3111,2004-02-01,false,4208,11
3112,2007-04-22,false,4210,11
3113,2007-04-22,false,4211,11
3114,2006-09-03,false,4212,11
3115,2007-08-04,false,4214,35
3116,2007-09-28,false,4217,35
3117,2007-09-28,false,4218,35
3118,2007-09-28,false,4219,35
3119,2007-09-28,false,4221,35
3120,2007-09-28,false,4222,35
3121,2007-09-28,false,4225,35
3122,2007-09-28,false,4226,35
3123,2007-04-21,false,4227,35
3124,2007-04-21,false,4228,35
3125,2007-04-21,false,4229,35
3126,2007-04-21,false,4230,35
3127,2007-04-21,false,4231,35
3128,2007-04-21,false,4232,35
3129,2007-04-21,false,4233,35
3130,2007-04-21,false,4234,35
3131,2007-04-21,false,4235,35
3132,2007-04-21,false,4236,35
3133,2007-04-21,false,4237,35
3134,2007-08-29,false,4241,35
3135,2007-08-29,false,4242,35
3136,2007-08-29,false,4244,35
3137,2007-08-29,false,4245,35
3138,2007-08-29,false,4247,35
3139,2007-08-29,false,4248,35
3140,2007-08-29,false,4249,35
3141,2007-08-29,false,4251,35
3142,2007-08-29,false,4252,35
3143,2007-08-29,false,4253,35
3144,2007-08-29,false,4255,35
3145,2007-08-29,false,4258,35
3146,2007-06-20,false,4261,35
3147,2007-06-20,false,4262,35
3148,2007-06-20,false,4263,35
3149,2007-06-20,false,4264,35
3150,2007-06-20,false,4267,35
3151,2007-06-20,false,4268,35
3152,2007-06-20,false,4269,35
3153,2007-06-20,false,4273,35
3154,2007-06-20,false,4274,35
3155,2007-06-20,false,4277,35
3156,2007-06-20,false,4278,35
3157,2007-06-20,false,4279,35
3158,2008-06-19,false,4281,23
3159,2008-06-19,false,4283,23
3160,2008-06-19,false,4287,23
3161,2008-06-19,false,4292,23
3162,2008-06-19,false,4293,23
3163,2007-02-09,false,4294,31
3164,2007-03-17,false,4295,23
3165,2007-03-17,false,4296,23
3166,2007-03-17,false,4297,23
3167,2007-03-17,false,4298,23
3168,2007-03-17,false,4299,23
3169,2007-03-17,false,4300,23
3170,2007-03-17,false,4301,23
3171,2007-03-17,false,4302,23
3172,2007-03-17,false,4303,23
3173,2006-09-23,false,4304,23
3174,2006-09-23,false,4306,23
3175,2007-03-17,false,4307,23
3176,2007-03-17,false,4310,23
3177,2003-12-20,false,4314,23
3178,2005-12-17,false,4317,23
3179,2004-06-20,false,4318,23
338,2008-06-17,false,353,28
3180,2004-09-18,false,4319,23
3181,2007-03-17,false,4320,23
3182,2002-09-28,false,4321,23
3183,2009-02-15,false,4322,42
3184,2009-02-15,false,4323,42
3185,2009-02-15,false,4324,42
3186,2009-02-15,false,4325,42
3187,2009-02-15,false,4326,42
3188,2009-02-15,false,4327,42
3189,2009-02-15,false,4328,42
3190,2009-02-15,false,4329,42
3191,2009-02-15,false,4330,42
3192,2009-02-15,false,4331,42
3193,2009-02-15,false,4332,42
3194,2009-02-15,false,4333,42
3195,2009-02-15,false,4334,42
3196,2009-02-15,false,4335,42
3197,2009-02-15,false,4336,42
3198,2009-02-15,false,4337,42
3199,2009-02-15,false,4338,42
3200,2009-02-15,false,4339,42
3201,2009-02-15,false,4340,42
3202,2009-02-15,false,4341,42
3203,2009-02-15,false,4342,42
3204,2009-02-15,false,4343,42
3205,2009-02-15,false,4344,42
3206,2009-02-15,false,4345,42
3207,2009-02-15,false,4346,42
3208,2009-02-15,false,4347,42
3209,2009-02-15,false,4348,42
3210,2009-02-15,false,4349,42
3211,2009-02-15,false,4350,42
3212,2007-09-29,false,4354,23
3213,2007-09-29,false,4355,23
3214,2007-09-29,false,4356,23
3215,2007-09-29,false,4357,23
3216,2007-09-29,false,4358,23
3217,2007-09-29,false,4359,23
3218,2007-09-29,false,4360,23
3219,2007-09-29,false,4361,23
3220,2007-09-29,false,4362,23
3221,2007-09-29,false,4364,23
3222,2007-09-29,false,4365,23
3223,2007-09-29,false,4366,23
3224,2007-09-29,false,4367,23
3225,2007-09-29,false,4368,23
3226,2007-09-29,false,4369,23
3227,2007-09-29,false,4371,23
3228,2007-09-29,false,4372,23
3229,2007-09-29,false,4373,23
3230,2007-09-29,false,4375,23
3231,2007-09-29,false,4377,23
3232,2007-06-16,false,4378,23
3233,2007-06-16,false,4379,23
3234,2007-09-29,false,4381,23
3235,2007-09-29,false,4382,23
339,1995-03-25,false,354,28
3236,2007-06-16,false,4384,23
3237,2007-09-29,false,4386,23
3238,2007-09-29,false,4387,23
3239,2007-09-29,false,4388,23
3240,2007-09-29,false,4390,23
3241,2007-06-16,false,4394,23
3242,2006-06-17,false,4396,23
3243,2006-09-23,false,4397,23
3244,2006-06-17,false,4398,23
3245,2007-02-10,false,4399,23
3246,2004-12-18,false,4400,23
3247,2002-09-28,false,4403,23
3248,2007-09-29,false,4404,23
3249,2006-09-23,false,4405,23
3250,2005-12-17,false,4407,23
3251,2007-09-29,false,4408,23
3252,2008-12-13,false,4409,31
3253,2008-03-29,false,4410,23
3254,2008-03-29,false,4412,23
3255,2008-03-29,false,4413,23
3256,2008-03-29,false,4414,23
3257,2002-12-21,false,4415,23
3258,2008-03-29,false,4416,23
3259,2002-12-21,false,4417,23
3260,2001-03-31,false,4418,23
3261,2003-12-20,false,4419,23
3262,1995-06-17,false,4420,23
3263,1995-12-16,false,4421,23
3264,2005-12-10,false,4422,18
3265,2003-12-13,false,4423,16
3266,2005-12-10,false,4424,24
3267,1998-06-19,false,4425,24
3268,2002-08-03,false,4426,16
3269,2005-12-10,false,4427,16
3270,2005-12-10,false,4428,31
3271,2004-02-15,false,4429,13
3272,2005-12-10,false,4430,27
3273,2005-12-10,false,4431,15
3274,2005-12-10,false,4432,12
3275,2005-12-10,false,4433,32
3276,2005-12-10,false,4434,12
3277,2005-12-10,false,4435,22
3278,2005-12-10,false,4436,24
18868,2019-01-10,false,22924,12
3280,2001-07-29,false,4438,15
3281,2003-06-14,false,4439,23
3282,1963-01-12,false,4440,23
3283,2006-12-02,false,4441,5
3284,1995-06-17,false,4442,23
3285,2006-12-02,false,4443,29
3286,2001-06-17,false,4444,23
3287,2006-12-02,false,4445,31
3288,2006-12-02,false,4446,35
3289,2006-12-02,false,4447,24
3290,2006-12-02,false,4448,12
3291,2000-06-11,false,4449,12
340,2007-12-18,false,355,28
3292,2006-12-02,false,4450,33
3293,2006-12-02,false,4451,22
3294,1999-03-14,false,4452,12
3295,2006-12-02,false,4453,32
3296,2006-12-02,false,4454,32
3297,2006-12-02,false,4455,29
3298,2006-12-02,false,4456,12
3299,2006-12-02,false,4457,24
3300,2006-12-02,false,4458,33
3301,2006-12-02,false,4459,23
18337,2018-07-09,false,22479,54
3303,2006-12-02,false,4461,31
3304,2006-12-02,false,4462,23
3305,2006-12-02,false,4463,31
3306,1995-06-17,false,4464,23
3307,2006-12-02,false,4465,19
3308,2003-12-13,false,4466,27
3309,2006-12-02,false,4467,14
3310,2002-09-28,false,4468,23
3311,2006-12-02,false,4469,12
3312,2006-12-02,false,4470,12
3313,2006-12-02,false,4471,12
3314,2006-12-02,false,4472,12
3315,2006-12-02,false,4473,31
3316,2006-12-02,false,4474,12
3317,2006-12-02,false,4475,5
3318,2006-12-02,false,4476,18
3319,2006-12-02,false,4477,12
3320,2006-12-02,false,4478,12
3321,2006-12-02,false,4479,27
3322,2006-12-02,false,4480,30
3323,2001-09-23,false,4481,34
3324,2006-12-02,false,4482,30
3325,2001-02-10,false,4483,34
3326,2006-12-02,false,4484,12
3327,2008-06-14,false,4485,5
3328,2008-06-14,false,4486,31
3329,2008-06-14,false,4487,31
3330,2008-06-14,false,4488,18
3331,2008-06-14,false,4489,31
3332,2008-06-14,false,4490,18
3333,2008-06-14,false,4491,18
3334,2008-06-14,false,4493,33
3335,2008-06-14,false,4494,31
3336,2008-06-14,false,4495,31
3337,2008-06-14,false,4496,33
3338,2008-06-14,false,4497,31
3339,2008-06-14,false,4499,33
3340,2008-12-13,false,4500,23
3341,2008-12-13,false,4501,31
3342,2008-12-13,false,4502,18
3343,2008-12-13,false,4503,31
3344,2008-12-13,false,4504,31
3345,2008-12-13,false,4505,19
3346,2008-12-13,false,4506,31
3347,1997-12-06,false,4507,38
3348,2008-12-13,false,4508,39
3349,2008-12-13,false,4509,31
3350,2008-12-13,false,4510,39
3351,2008-12-13,false,4511,13
3352,2008-12-13,false,4512,26
3353,2008-12-13,false,4513,33
3354,2001-12-15,false,4514,23
3355,2008-12-13,false,4515,23
3356,2008-12-13,false,4516,38
3357,1997-02-01,false,4517,23
3358,2003-06-15,false,4518,27
3359,2003-06-15,false,4519,18
3360,2003-06-15,false,4520,20
3361,2003-06-15,false,4521,19
3362,1999-06-13,false,4522,23
3363,2002-06-15,false,4523,18
3364,2002-06-15,false,4524,23
3365,2002-06-15,false,4526,24
3366,2002-06-15,false,4527,18
3367,2002-06-15,false,4528,12
3368,2002-06-15,false,4529,25
3369,2002-06-15,false,4530,18
3370,2002-06-15,false,4531,32
3371,1996-12-14,false,4532,23
3372,2002-06-15,false,4533,18
3373,2002-06-15,false,4534,27
3374,1997-12-06,false,4535,38
18869,2019-01-10,false,22925,12
3376,1996-12-08,false,4537,12
3377,2002-06-15,false,4538,18
3378,2002-06-15,false,4539,16
3379,2002-06-15,false,4540,12
3380,2002-06-15,false,4541,12
3381,2002-12-14,false,4542,27
3382,2002-12-14,false,4543,24
3383,2002-12-14,false,4544,32
3384,2002-12-14,false,4545,27
3385,2002-12-14,false,4546,25
3386,2002-12-14,false,4547,24
3387,2002-12-14,false,4548,31
3388,2002-12-14,false,4549,19
3389,1995-03-25,false,4550,18
3390,1997-05-29,false,4551,23
3391,2002-12-14,false,4552,27
3392,2002-12-14,false,4554,23
3393,2002-12-14,false,4555,31
3394,2002-12-14,false,4556,27
3395,2002-12-14,false,4557,31
3396,2002-12-14,false,4558,32
3397,1996-12-08,false,4559,31
3398,2002-12-14,false,4560,31
26196,2025-02-15,false,29569,25
3400,1996-03-30,false,4562,23
3401,2001-12-15,false,4563,34
3402,2001-12-15,false,4564,34
3403,2001-12-15,false,4565,34
3404,2001-12-15,false,4566,34
3405,2001-12-15,false,4567,34
3406,2001-12-15,false,4568,27
3407,2001-12-15,false,4569,29
3408,2001-12-15,false,4570,23
3409,2001-12-15,false,4571,18
341,2008-06-17,false,356,28
3410,2001-12-15,false,4572,22
3411,2009-03-28,false,4580,23
3412,2009-03-28,false,4585,23
3413,2009-03-28,false,4588,23
3414,2009-03-28,false,4593,23
3415,2009-03-28,false,4595,23
3416,2009-03-28,false,4596,23
3417,2009-03-28,false,4598,23
3418,2009-03-28,false,4599,23
3419,2009-03-28,false,4600,44
3420,2009-03-28,false,4601,23
3421,2009-03-28,false,4602,23
3422,2009-03-28,false,4606,23
3423,2009-03-28,false,4609,23
3424,2009-03-28,false,4610,23
3425,2009-03-28,false,4611,23
3426,2009-03-28,false,4612,23
3427,2009-03-28,false,4613,23
3428,2009-03-28,false,4614,23
3429,2009-03-28,false,4615,23
3430,2009-03-28,false,4616,23
3431,2009-03-28,false,4617,23
3432,2009-03-28,false,4618,23
3433,2009-03-28,false,4619,23
3434,2009-03-28,false,4620,23
3435,2009-03-28,false,4621,23
3436,2009-03-28,false,4622,23
3437,2009-03-28,false,4623,23
3438,2009-03-28,false,4624,23
3439,2009-03-28,false,4625,23
3440,2001-12-15,false,4626,31
3441,2001-12-15,false,4627,34
3442,2001-12-15,false,4628,14
3443,2001-12-15,false,4629,27
3444,2001-12-15,false,4631,27
3445,2001-12-15,false,4632,29
3446,2001-12-15,false,4633,16
3447,2001-12-15,false,4634,31
3448,2001-12-15,false,4635,32
3449,2001-12-15,false,4636,34
3450,2001-12-15,false,4637,31
3451,2001-12-15,false,4638,23
3452,2001-12-15,false,4639,31
3453,2001-12-15,false,4640,34
3454,2001-12-15,false,4641,31
3455,2001-12-15,false,4643,27
3456,1985-03-15,false,4645,27
3457,2001-12-15,false,4646,23
3458,2001-12-15,false,4647,29
3459,2001-12-15,false,4648,22
3460,1994-11-28,false,4649,23
3461,1995-06-17,false,4650,23
3462,2003-12-13,false,4652,19
3463,1999-06-13,false,4653,23
3464,2000-12-17,false,4654,23
3465,2003-12-13,false,4655,24
342,2008-06-19,false,357,18
3466,2003-12-13,false,4656,14
3467,2003-12-13,false,4657,19
3468,2003-12-13,false,4658,19
3469,1998-05-17,false,4659,15
3470,2003-12-13,false,4660,23
3471,2001-03-18,false,4662,34
3472,1996-11-15,false,4663,15
3473,2003-12-13,false,4664,34
3474,2002-06-21,false,4665,15
3475,2003-12-13,false,4666,14
3476,2003-12-13,false,4667,27
3477,1995-09-30,false,4668,23
3478,2003-12-13,false,4669,11
3479,1993-03-11,false,4670,27
3480,2003-12-13,false,4671,14
3481,1994-12-16,false,4673,15
3482,2003-12-13,false,4674,23
19422,2019-05-16,false,23449,28
3484,2003-12-13,false,4676,12
3485,2000-06-11,false,4677,12
3486,2003-12-13,false,4678,5
3487,2001-03-10,false,4681,12
3488,2003-12-13,false,4682,24
3489,2007-06-09,false,4683,33
3490,2001-03-31,false,4684,23
3491,2007-06-09,false,4685,18
3492,2001-10-07,false,4686,23
3493,2007-06-09,false,4687,25
3494,2007-06-09,false,4689,4
3495,2007-06-09,false,4690,24
3496,2007-06-09,false,4691,18
3497,2007-06-09,false,4692,4
3498,2000-03-26,false,4693,28
3499,2007-06-09,false,4694,24
3500,2007-06-09,false,4695,28
3501,2007-06-09,false,4697,4
3502,2007-06-09,false,4698,16
3503,1997-09-07,false,4699,23
3504,1996-12-14,false,4700,28
3505,2005-06-11,false,4701,18
3506,2003-08-24,false,4702,34
3507,2005-06-11,false,4703,39
3508,2005-06-11,false,4704,31
23289,2023-06-09,false,26825,154
3510,2005-06-11,false,4706,26
3511,2005-06-11,false,4707,12
3512,2002-10-04,false,4708,12
3513,2003-09-27,false,4710,23
3514,2005-06-11,false,4712,26
3515,2005-06-11,false,4713,23
3516,1992-05-10,false,4714,26
3517,1996-12-08,false,4717,24
3518,1996-12-08,false,4718,34
3519,1996-12-08,false,4719,5
3520,1996-12-08,false,4720,32
3521,1996-12-08,false,4721,31
343,2008-06-19,false,358,18
3522,1996-12-08,false,4722,12
3523,1996-12-08,false,4725,31
3524,1996-12-08,false,4726,5
3525,1996-12-08,false,4727,5
3526,1996-12-08,false,4728,27
3527,1996-12-08,false,4729,32
21015,2022-04-06,false,24797,53
3529,1996-12-08,false,4731,34
3530,1996-12-08,false,4732,34
3531,1996-12-08,false,4733,34
3532,1996-12-08,false,4734,27
3533,1996-12-08,false,4735,18
3534,1996-12-08,false,4736,22
3535,1996-12-08,false,4737,31
3536,1996-12-08,false,4738,23
3537,1996-12-08,false,4739,32
3538,1996-12-08,false,4740,31
3539,1996-12-08,false,4741,29
3540,2006-11-12,false,4744,12
3541,2006-11-12,false,4746,12
3542,2006-11-12,false,4747,12
3543,2006-11-12,false,4748,12
3544,2006-11-12,false,4749,12
3545,2006-11-12,false,4753,12
3546,2006-11-12,false,4755,12
3547,2006-11-12,false,4757,12
3548,2006-11-12,false,4758,12
3549,2006-11-12,false,4764,12
3550,2006-11-12,false,4765,12
3551,2006-11-12,false,4766,12
3552,2006-11-12,false,4768,12
3553,2006-11-12,false,4769,12
3554,2006-11-12,false,4770,12
3555,2006-06-10,false,4772,12
3556,2006-06-10,false,4774,12
3557,2006-06-10,false,4775,12
3558,2006-06-10,false,4778,12
3559,2005-10-09,false,4780,12
3560,1999-09-04,false,4783,12
3561,2006-11-12,false,4786,12
3562,2006-11-12,false,4790,12
3563,2004-12-11,false,4792,12
3564,2004-04-04,false,4793,12
19423,2019-02-12,false,23450,28
3566,2006-09-16,false,4795,12
3567,2006-09-16,false,4796,12
3568,2006-09-16,false,4798,12
3569,2006-09-16,false,4800,12
3570,2006-09-16,false,4802,12
3571,2006-09-16,false,4804,12
3572,2006-09-16,false,4805,12
3573,2006-09-16,false,4807,12
3574,2006-09-16,false,4808,12
3575,2006-09-16,false,4809,12
3576,2006-09-16,false,4812,12
3577,2006-09-16,false,4813,12
3578,2006-09-16,false,4814,12
3579,2006-09-16,false,4815,12
3580,2006-09-16,false,4816,12
3581,2006-09-16,false,4817,12
3582,2006-09-16,false,4819,12
3583,2006-09-16,false,4820,12
3584,2006-09-16,false,4821,12
3585,2006-09-16,false,4822,12
3586,2006-09-16,false,4823,12
3587,2006-09-16,false,4827,12
3588,2006-09-16,false,4830,12
3589,2006-09-16,false,4835,12
3590,2006-04-02,false,4836,12
3591,2006-09-16,false,4839,12
3592,2006-09-16,false,4841,12
3593,2005-06-12,false,4842,12
3594,2006-09-16,false,4843,12
3595,2006-09-16,false,4845,12
3596,2005-06-12,false,4846,12
3597,2006-09-16,false,4847,12
3598,2005-06-12,false,4849,12
3599,2004-09-12,false,4850,12
3600,2003-11-01,false,4852,12
3601,2002-12-08,false,4854,12
3602,2005-06-12,false,4857,12
3603,2002-12-08,false,4859,12
3604,2005-10-09,false,4860,12
3605,2003-08-31,false,4863,11
3606,2003-12-14,false,4864,12
3607,2002-10-04,false,4865,12
3608,2006-09-16,false,4866,12
3609,2004-09-12,false,4869,12
3610,2002-08-04,false,4870,12
3611,2006-04-02,false,4871,12
3612,2002-08-04,false,4872,12
3613,2002-08-04,false,4874,12
3614,2004-06-06,false,4875,12
3615,2002-08-04,false,4876,12
3616,2006-09-16,false,4877,38
3617,2006-09-16,false,4878,38
3618,2006-06-10,false,4879,38
3619,2005-06-12,false,4880,38
3620,2006-06-10,false,4882,12
3621,2006-06-10,false,4883,12
3622,2006-06-10,false,4887,12
3623,2006-06-10,false,4888,12
3624,2006-06-10,false,4894,12
3625,2006-06-10,false,4895,12
3626,2006-06-10,false,4896,12
3627,2005-10-09,false,4899,12
3628,2006-06-10,false,4901,12
3629,2004-09-12,false,4904,12
3630,2006-06-10,false,4911,12
3631,2004-12-11,false,4912,12
3632,2005-10-09,false,4918,12
3633,2004-09-12,false,4920,12
3634,2002-10-04,false,4923,12
3635,1999-07-11,false,4926,12
3636,2000-11-11,false,4927,12
3637,2006-06-10,false,4929,12
3638,2005-12-03,false,4930,12
3639,2005-12-03,false,4931,12
3640,2006-04-02,false,4932,12
3641,2006-04-02,false,4933,12
3642,2006-04-02,false,4937,12
3643,2006-04-02,false,4940,12
3644,2006-04-02,false,4941,12
3645,2006-04-02,false,4942,12
3646,2006-04-02,false,4943,12
3647,2005-04-09,false,4948,12
3648,2006-04-02,false,4952,12
3649,2006-04-02,false,4953,12
3650,2004-09-12,false,4955,12
3651,2005-04-09,false,4956,12
3652,2006-04-02,false,4960,12
3653,2006-04-02,false,4961,12
3654,2002-08-04,false,4965,12
3655,2004-06-06,false,4966,12
3656,2004-04-04,false,4968,12
3657,2002-05-05,false,4971,12
3658,2003-09-06,false,4974,12
3659,2002-12-08,false,4975,12
3660,2007-10-21,false,4978,23
3661,2007-10-21,false,4981,23
3662,2007-10-21,false,4982,23
3663,2007-10-21,false,4983,23
3664,2007-10-21,false,4985,23
3665,2007-10-21,false,4987,23
3666,2007-10-21,false,4991,23
3667,2007-10-21,false,4992,23
3668,2007-10-21,false,4993,23
3669,2007-10-21,false,4994,23
3670,2007-10-21,false,4995,23
3671,2007-06-16,false,4998,23
3672,2007-06-16,false,4999,23
3673,2007-06-16,false,5001,23
3674,2007-03-15,false,5002,23
3675,2007-06-16,false,5004,23
3676,2007-06-16,false,5008,23
3677,2007-06-16,false,5009,23
3678,2007-06-16,false,5011,23
3679,2007-06-16,false,5012,23
3680,2007-06-16,false,5013,23
3681,2007-06-16,false,5016,23
3682,2007-06-16,false,5017,23
3683,2007-06-16,false,5018,23
3684,2007-06-16,false,5019,23
3685,2007-06-16,false,5020,23
3686,2007-06-16,false,5022,23
3687,2007-06-16,false,5023,23
3688,2007-06-16,false,5025,23
3689,2007-06-16,false,5027,23
3690,2007-06-16,false,5028,23
3691,2007-06-16,false,5029,23
3692,2007-06-16,false,5030,23
3693,2007-06-16,false,5033,23
3694,2007-06-16,false,5034,23
3695,2006-12-16,false,5037,23
3696,2007-06-16,false,5039,23
3697,2006-12-16,false,5040,23
3698,2007-06-16,false,5043,23
3699,2007-06-16,false,5044,23
3700,2006-09-23,false,5045,23
3701,2007-06-16,false,5046,23
3702,2005-04-02,false,5047,23
3703,2006-06-17,false,5048,23
3704,2007-06-16,false,5049,23
3705,2007-06-16,false,5051,23
3706,2007-06-16,false,5053,23
3707,2006-06-17,false,5054,23
3708,2007-06-16,false,5056,23
3709,2007-06-16,false,5057,23
3710,2007-06-16,false,5058,23
3711,2007-06-16,false,5060,23
3712,2006-12-09,false,5062,16
3713,2007-06-16,false,5063,23
3714,2003-06-14,false,5068,23
3715,2005-09-30,false,5069,23
3716,2007-06-16,false,5070,23
3717,2002-09-28,false,5071,23
3718,2002-12-21,false,5072,23
3719,2006-03-25,false,5073,23
3720,2000-12-17,false,5074,23
3721,2004-12-18,false,5075,23
3722,2007-02-10,false,5076,23
3723,2006-09-23,false,5079,23
3724,2006-09-23,false,5081,23
3725,2005-12-17,false,5082,23
3726,2007-02-10,false,5083,23
3727,2005-12-17,false,5084,23
3728,2006-12-16,false,5086,23
3729,2006-12-16,false,5087,23
3730,2006-12-16,false,5089,23
3731,2006-12-16,false,5090,23
3732,2006-12-16,false,5093,23
3733,2006-12-16,false,5094,23
3734,2006-12-16,false,5095,23
3735,2006-12-16,false,5099,23
3736,2006-12-16,false,5100,23
3737,2006-12-16,false,5102,23
3738,2006-12-16,false,5106,23
3739,2006-06-17,false,5107,23
3740,2006-12-16,false,5109,12
3741,2006-06-17,false,5111,23
3742,2006-06-17,false,5112,23
3743,2006-06-17,false,5115,23
3744,2006-06-17,false,5116,23
3745,2006-06-17,false,5118,23
3746,2005-12-17,false,5119,23
3747,2005-12-17,false,5120,23
3748,2004-06-10,false,5121,23
3749,2006-12-16,false,5123,23
3750,2006-12-16,false,5127,23
3751,2005-12-17,false,5128,23
3752,2005-06-17,false,5129,23
3753,2006-12-16,false,5131,23
3754,2003-09-27,false,5132,23
3755,2003-12-20,false,5133,23
3756,2004-10-22,false,5137,23
3757,2004-12-18,false,5138,23
3758,2004-12-18,false,5139,23
3759,2006-12-16,false,5140,23
3760,2006-06-17,false,5142,23
3761,2005-09-30,false,5143,23
3762,2002-09-28,false,5144,23
3763,2002-08-24,false,5145,23
344,2008-06-19,false,359,18
3764,2006-06-17,false,5149,23
3765,2006-06-17,false,5152,23
3766,2006-06-17,false,5153,23
3767,2006-06-17,false,5154,23
3768,2006-06-17,false,5160,23
3769,2006-06-17,false,5165,23
3770,2006-06-17,false,5166,23
3771,2005-12-17,false,5169,23
3772,2005-06-17,false,5171,23
3773,2005-12-17,false,5172,23
3774,2005-06-17,false,5175,23
3775,2004-09-18,false,5176,23
3776,2006-06-17,false,5180,23
3777,2004-10-22,false,5181,23
3778,2006-03-25,false,5182,23
3779,2006-06-17,false,5184,23
3780,2003-09-27,false,5185,23
3781,2002-08-24,false,5186,23
3782,2002-08-24,false,5190,23
3783,2006-06-17,false,5191,23
3784,2006-06-17,false,5192,23
3785,2006-06-17,false,5194,23
3786,2006-08-29,false,5195,27
3787,2006-08-29,false,5196,27
3788,2006-08-29,false,5197,27
3789,2006-08-29,false,5200,27
3790,2006-08-29,false,5201,27
3791,2006-08-29,false,5202,27
3792,2006-08-29,false,5203,27
3793,2009-10-04,false,5204,23
3794,2006-08-29,false,5206,27
3795,2006-08-29,false,5207,27
3796,2006-08-29,false,5209,27
3797,2006-08-29,false,5211,27
3798,2006-08-29,false,5212,27
3799,2006-08-29,false,5214,27
3800,2006-08-29,false,5215,27
3801,2006-08-29,false,5216,27
3802,2006-08-29,false,5217,27
3803,2006-08-29,false,5218,27
3804,2006-09-23,false,5220,23
3805,2006-09-23,false,5221,23
3806,2006-09-23,false,5223,23
3807,2006-09-23,false,5225,23
3808,2006-09-23,false,5226,23
3809,2006-09-23,false,5227,23
3810,2006-09-23,false,5228,23
3811,2006-09-23,false,5231,23
3812,2006-09-23,false,5233,23
3813,2006-09-23,false,5234,23
3814,2006-09-23,false,5235,23
3815,2006-09-23,false,5237,23
3816,2006-09-23,false,5238,23
3817,2006-09-23,false,5240,23
3818,2006-09-23,false,5241,23
3819,2006-09-23,false,5242,23
3820,2006-09-23,false,5244,23
3821,2006-09-23,false,5245,23
3822,2006-09-23,false,5247,23
3823,2006-09-23,false,5249,23
3824,2006-09-23,false,5250,23
3825,2006-09-23,false,5251,23
3826,2005-06-17,false,5258,23
3827,2003-09-27,false,5260,23
3828,2005-05-13,false,5262,23
3829,2005-06-17,false,5265,23
3830,2006-03-25,false,5268,23
3831,2001-06-17,false,5269,23
3832,2002-09-28,false,5271,23
3833,2003-06-14,false,5274,23
3834,2006-03-25,false,5276,23
3835,2006-03-25,false,5277,23
3836,2006-03-25,false,5279,23
3837,2006-03-25,false,5280,23
3838,2006-03-25,false,5281,23
3839,2006-03-25,false,5284,23
3840,2006-03-25,false,5285,23
3841,2004-12-18,false,5287,23
3842,2003-10-30,false,5290,23
3843,2009-03-14,false,5291,34
3844,2009-03-14,false,5292,34
3845,2009-03-14,false,5293,34
3846,2009-03-14,false,5294,34
3847,2009-03-14,false,5295,34
3848,2009-03-14,false,5296,34
3849,2009-03-14,false,5297,34
3850,2009-03-14,false,5298,34
3851,2009-03-14,false,5299,34
3852,2009-03-14,false,5300,34
3853,2009-03-14,false,5301,34
3854,2009-03-14,false,5302,34
3855,2009-03-14,false,5303,34
