"sequencial","dataadmissao","transferido","codigoatleta","codigoclube"
9192,2004-06-06,false,12356,45
9193,2008-11-16,false,12358,45
9194,2010-09-12,false,12360,45
9195,2010-09-26,false,12361,43
9196,2010-09-26,false,12362,43
9197,2010-09-26,false,12363,43
9198,2010-09-26,false,12364,43
9199,2010-09-26,false,12365,43
9200,2010-09-26,false,12366,43
9201,2010-09-26,false,12367,43
9202,2010-09-26,false,12370,43
9203,2010-09-26,false,12371,43
9204,2010-09-26,false,12372,43
9205,2010-09-26,false,12373,43
9206,2010-09-26,false,12374,43
9207,2010-09-26,false,12375,43
9208,2010-09-26,false,12376,43
9209,2010-09-26,false,12377,39
9210,2010-09-26,false,12378,39
9211,2010-09-26,false,12379,41
9212,2010-09-26,false,12381,41
9213,2010-09-26,false,12382,41
9214,2010-09-26,false,12383,41
9215,2010-09-26,false,12384,26
9216,2010-09-26,false,12385,26
9217,2010-09-26,false,12386,26
9218,2010-09-26,false,12387,26
9219,2010-09-26,false,12388,26
9220,2010-09-26,false,12389,26
9221,2010-09-26,false,12390,26
9222,2010-09-26,false,12391,26
9223,2010-09-26,false,12392,26
9224,2010-09-26,false,12393,26
9225,2010-09-26,false,12394,26
405,2000-10-06,false,421,21
9226,2010-09-26,false,12395,26
9227,2010-09-19,false,12396,24
9228,2010-09-19,false,12397,23
9229,2010-09-19,false,12398,23
9230,2010-09-19,false,12399,23
9231,2010-09-19,false,12400,23
9232,2010-09-19,false,12401,23
9233,2010-09-19,false,12402,23
9234,2010-09-19,false,12403,23
9235,2010-09-19,false,12404,23
9236,2010-09-19,false,12405,23
9237,2010-09-19,false,12406,23
9238,2010-09-19,false,12407,23
9239,2010-09-19,false,12408,23
9240,2010-09-19,false,12409,23
9241,2010-09-19,false,12410,23
9242,2010-09-19,false,12411,23
9243,2010-09-19,false,12412,23
9244,2010-09-30,false,12413,23
9245,2010-09-30,false,12415,27
9246,2010-09-30,false,12416,27
9247,2010-09-30,false,12417,27
9248,2010-09-30,false,12418,27
9249,2010-09-30,false,12419,27
9250,2010-09-30,false,12420,27
9251,2010-09-30,false,12421,27
9252,2010-09-30,false,12422,27
9253,2010-09-30,false,12423,27
9254,2010-09-30,false,12424,27
9255,2010-09-30,false,12425,27
9256,2010-09-30,false,12427,31
9257,2010-09-30,false,12428,31
9258,2010-09-30,false,12429,31
9259,2010-09-30,false,12430,31
9260,2010-09-30,false,12431,31
9261,2010-09-30,false,12432,31
9262,2010-09-30,false,12433,31
9263,2010-09-30,false,12434,31
9264,2010-09-30,false,12435,28
9265,2010-09-30,false,12436,28
9266,2010-09-30,false,12437,28
9267,2010-09-30,false,12438,28
9268,2010-09-30,false,12439,28
9269,2010-09-30,false,12440,28
9270,2010-09-30,false,12441,28
9271,2010-09-30,false,12442,28
9272,2010-10-17,false,12446,11
9273,2010-10-17,false,12447,11
9274,1900-01-01,false,12448,11
9275,2010-10-17,false,12449,11
9276,2010-10-17,false,12450,11
9277,2010-10-17,false,12451,11
9278,2010-10-17,false,12452,11
9279,2010-10-17,false,12453,11
9280,2010-10-17,false,12454,11
9281,2010-10-17,false,12455,11
406,2008-11-16,false,422,4
9282,2010-10-17,false,12456,11
9283,2010-10-17,false,12457,11
9284,2010-10-17,false,12458,11
9285,2010-10-17,false,12459,11
9286,2010-10-17,false,12460,11
9287,2010-10-17,false,12461,11
9288,2010-10-17,false,12462,25
9289,2010-10-17,false,12463,25
9290,2010-10-17,false,12464,25
9291,2010-10-17,false,12465,25
9292,2010-10-17,false,12466,25
9293,2010-10-17,false,12467,25
9294,2010-10-17,false,12468,25
9295,2010-10-17,false,12469,25
9296,2010-10-17,false,12470,25
9297,2010-10-17,false,12471,25
9298,2010-10-17,false,12472,25
9299,2010-10-17,false,12473,25
9300,2010-10-17,false,12474,25
9301,2010-10-17,false,12475,25
9302,2010-10-17,false,12477,25
9303,2010-10-17,false,12478,25
9304,2010-10-17,false,12479,25
9305,2010-10-17,false,12480,25
9306,2010-10-17,false,12481,25
9307,2010-10-17,false,12482,25
9308,2010-10-17,false,12483,25
9309,2010-10-17,false,12484,25
9310,2010-10-17,false,12485,25
9311,2010-10-17,false,12486,30
9312,2010-10-17,false,12487,30
9313,2010-10-17,false,12488,30
9314,2010-10-17,false,12489,30
9315,1900-01-01,false,12490,30
9316,2010-10-17,false,12491,30
9317,1900-01-01,false,12492,32
9318,2010-10-30,false,12493,32
9319,2010-12-21,false,12495,18
9320,2010-12-21,false,12496,18
9321,2010-12-21,false,12498,18
9322,2010-12-21,false,12499,18
9323,2010-12-21,false,12500,18
9324,2010-12-21,false,12501,18
9325,2010-12-21,false,12502,18
9326,2010-12-21,false,12503,18
9327,2010-12-21,false,12504,18
9328,2010-12-12,false,12505,12
9329,2010-12-12,false,12506,12
9330,2010-12-12,false,12507,12
9331,2010-12-12,false,12508,12
9332,2010-12-12,false,12509,12
9333,2010-12-12,false,12510,12
9334,2010-12-12,false,12511,12
9335,2010-12-12,false,12512,12
9336,2010-12-12,false,12513,12
9337,2010-12-12,false,12514,12
407,2008-11-16,false,423,4
9338,2010-12-12,false,12515,12
9339,2010-12-12,false,12516,12
9340,2010-12-12,false,12517,12
9341,2010-12-12,false,12518,12
9342,2010-12-12,false,12519,12
9343,2010-12-12,false,12520,12
9344,2010-12-12,false,12521,12
9345,2010-12-12,false,12522,12
9346,2010-12-12,false,12523,12
9347,2010-12-12,false,12524,12
9348,2010-12-12,false,12525,12
9349,2010-12-12,false,12526,12
9350,2010-12-12,false,12527,12
9351,2010-12-02,false,12528,12
9352,2010-12-12,false,12529,12
9353,2010-12-12,false,12530,12
9354,2010-12-12,false,12531,12
9355,2010-12-12,false,12532,12
9356,2010-12-12,false,12533,38
9357,2010-12-19,false,12543,28
9358,2010-12-19,false,12544,28
9359,2010-12-19,false,12545,28
9360,2010-12-19,false,12546,28
9361,2010-12-19,false,12547,28
9362,2010-12-19,false,12548,28
9363,2010-12-19,false,12549,28
9364,2010-12-19,false,12550,28
9365,2010-12-19,false,12551,28
9366,2010-12-19,false,12552,28
9367,2010-12-19,false,12553,23
9368,2010-12-19,false,12554,23
9369,2010-12-09,false,12555,23
9370,2010-12-19,false,12556,23
9371,2010-12-19,false,12557,23
9372,2010-12-19,false,12558,23
9373,2010-12-19,false,12559,23
9374,2010-12-19,false,12560,23
9375,2010-12-19,false,12561,23
9376,2010-12-19,false,12562,23
9377,2010-12-19,false,12563,23
9378,2010-12-19,false,12564,23
9379,2010-12-19,false,12565,23
9380,2010-12-19,false,12566,23
9381,2010-12-19,false,12567,46
9382,2010-12-19,false,12568,23
9383,2010-12-19,false,12569,46
9384,2010-12-05,false,12570,23
9385,2010-12-05,false,12571,23
9386,2010-12-05,false,12572,23
9387,2010-12-05,false,12573,23
9388,2010-12-05,false,12574,23
9389,2010-12-05,false,12575,23
9390,2010-12-05,false,12576,23
9391,2010-12-10,false,12577,24
9392,2010-12-10,false,12578,24
9393,2010-12-10,false,12579,24
408,2008-04-13,false,424,4
9394,2010-12-10,false,12580,24
9395,2010-12-10,false,12581,24
9396,2010-12-10,false,12582,24
9397,2010-12-19,false,12583,44
9398,2010-12-19,false,12584,44
9399,2010-12-19,false,12585,44
9400,2010-12-19,false,12586,44
9401,2010-12-09,false,12587,44
9402,2010-12-19,false,12588,44
9403,2010-12-19,false,12589,44
9404,2010-12-19,false,12590,44
9405,2010-12-19,false,12591,44
9406,2010-12-19,false,12592,44
9407,2010-12-19,false,12593,44
9408,2010-12-19,false,12594,44
9409,2010-12-19,false,12595,44
9410,2010-12-19,false,12596,44
9411,2010-12-21,false,12597,27
9412,2010-12-21,false,12598,27
9413,2010-12-21,false,12599,27
9414,2010-12-21,false,12600,27
9415,2010-12-16,false,12601,31
9416,2010-12-16,false,12602,31
9417,2010-12-16,false,12603,31
9418,2010-12-16,false,12604,31
9419,2010-12-16,false,12605,31
9420,1900-01-01,false,12606,31
9421,2010-12-16,false,12607,31
9422,2010-12-16,false,12608,31
9423,2010-12-16,false,12609,31
9424,2010-12-16,false,12610,31
9425,2010-12-16,false,12611,31
9426,2010-12-16,false,12612,31
9427,2010-12-16,false,12613,31
9428,2010-12-06,false,12614,31
9429,2010-12-16,false,12615,31
9430,2010-12-16,false,12616,31
20585,2021-11-09,false,24424,73
9432,2010-12-16,false,12618,31
9433,2010-12-16,false,12619,31
9434,2010-12-16,false,12620,31
9435,2010-12-16,false,12621,31
9436,2010-12-16,false,12622,31
9437,2010-12-19,false,12623,32
9438,2010-12-19,false,12624,32
9439,2010-12-19,false,12625,32
9440,2010-12-19,false,12626,32
9441,2010-12-19,false,12627,32
9442,2010-12-19,false,12628,32
9443,1900-01-01,false,12629,32
9444,2010-12-19,false,12630,32
9445,2010-12-19,false,12631,32
9446,2010-12-19,false,12632,32
9447,2010-12-19,false,12633,32
9448,2010-12-19,false,12634,32
9449,2010-12-19,false,12635,32
409,2008-11-15,false,425,4
9450,2010-12-19,false,12636,32
9451,2010-12-19,false,12637,32
9452,2010-12-19,false,12638,31
9453,2010-10-03,false,12639,32
9454,2010-10-30,false,12644,32
9455,2010-10-30,false,12645,32
9456,2010-10-30,false,12646,32
9457,2010-10-30,false,12647,32
9458,2010-10-30,false,12648,32
9459,2010-12-17,false,12653,17
9460,2010-12-17,false,12654,17
9461,2010-12-17,false,12655,17
9462,2010-12-17,false,12656,17
9463,2010-12-17,false,12657,17
9464,2010-12-17,false,12659,17
9465,1900-01-01,false,12660,15
9466,2010-12-17,false,12661,17
9467,2010-12-17,false,12662,17
9468,2010-12-17,false,12663,17
9469,1900-01-01,false,12664,17
9470,2010-12-17,false,12665,17
9471,2010-12-17,false,12666,17
9472,2010-12-17,false,12667,17
9473,2010-12-17,false,12668,17
9474,2010-12-17,false,12669,17
9475,2010-12-17,false,12670,17
9476,2010-12-17,false,12671,17
9477,2010-10-30,false,12672,17
9478,2010-10-30,false,12673,21
9479,2010-10-30,false,12674,21
9480,2010-10-30,false,12675,21
9481,2010-01-14,false,12676,15
9482,2010-12-14,false,12677,15
9483,2010-12-14,false,12678,15
9484,2010-12-14,false,12679,15
9485,2010-12-14,false,12680,15
9486,2010-12-14,false,12681,15
9487,2010-12-14,false,12682,15
9488,2010-12-14,false,12683,15
9489,2010-12-14,false,12684,15
9490,2010-12-14,false,12685,15
9491,2010-12-14,false,12686,15
9492,2010-12-03,false,12687,44
9493,1900-01-01,false,12688,44
9494,2010-12-03,false,12689,44
9495,2010-12-03,false,12690,44
9496,2010-12-03,false,12691,44
9497,2010-12-03,false,12692,44
9498,2011-10-15,false,12693,44
9499,2010-12-03,false,12694,44
9500,2010-12-03,false,12695,44
9501,2010-12-03,false,12696,44
9502,2010-12-03,false,12697,44
9503,2010-12-03,false,12698,44
9504,2010-12-03,false,12699,44
9505,2010-12-03,false,12700,44
410,2008-11-15,false,426,4
9506,2010-12-03,false,12701,44
9507,2010-12-03,false,12702,44
9508,2010-12-03,false,12703,44
9509,2010-12-03,false,12704,44
9510,2010-12-03,false,12705,44
9511,2010-12-03,false,12706,44
9512,2010-12-03,false,12707,44
9513,2010-12-03,false,12708,44
9514,2010-12-03,false,12709,44
9515,2010-12-03,false,12710,44
9516,2010-12-03,false,12711,44
9517,2010-12-03,false,12712,44
9518,2010-12-03,false,12713,44
9519,2010-10-19,false,12714,22
9520,2010-12-19,false,12715,22
9521,2010-12-19,false,12716,22
9522,2010-12-19,false,12717,22
9523,2010-12-19,false,12718,22
9524,2010-12-19,false,12719,22
9525,2010-12-19,false,12720,22
9526,2010-12-19,false,12721,22
9527,2010-12-19,false,12722,22
9528,2010-12-19,false,12723,22
9529,2010-12-19,false,12724,22
9530,2010-12-19,false,12725,22
9531,2010-12-19,false,12726,22
9532,2010-12-19,false,12727,22
9533,2010-12-19,false,12728,22
9534,2010-12-19,false,12729,29
9535,2010-12-12,false,12730,41
9536,2010-12-12,false,12731,41
9537,1999-11-28,false,12732,34
9538,2010-11-28,false,12733,34
9539,2010-11-28,false,12734,34
9540,2010-11-28,false,12735,34
9541,2010-11-28,false,12736,34
9542,1900-01-01,false,12739,21
9543,2010-10-30,false,12740,21
9544,2012-06-30,false,12741,34
9545,2010-12-04,false,12742,34
9546,1900-01-01,false,12743,34
9547,2010-12-04,false,12744,34
9548,2010-12-12,false,12745,26
9549,2010-12-12,false,12746,26
9550,2010-12-12,false,12747,26
9551,2010-12-12,false,12748,26
9552,2010-12-12,false,12749,26
9553,2010-12-12,false,12750,26
9554,2010-12-12,false,12751,26
9555,2010-12-12,false,12752,26
9556,2010-12-12,false,12753,26
9557,2010-12-12,false,12754,39
9558,2010-12-12,false,12755,43
9559,2010-12-12,false,12756,43
9560,2010-12-12,false,12757,43
9561,2010-12-12,false,12758,43
411,2007-11-17,false,427,4
9562,2010-12-04,false,12761,34
9563,2010-12-16,false,12764,31
9564,2010-12-19,false,12765,22
9565,2010-12-19,false,12766,22
9566,2010-12-19,false,12767,22
9567,2010-11-26,false,12768,16
9568,2010-11-26,false,12769,16
9569,2010-11-26,false,12770,16
9570,2010-11-26,false,12771,16
9571,2010-11-26,false,12772,16
9572,2010-11-26,false,12773,16
9573,2010-11-26,false,12774,16
9574,2010-11-26,false,12775,16
9575,2010-11-06,false,12776,16
9576,2010-11-26,false,12777,16
9577,2010-12-19,false,12778,42
9578,2010-12-19,false,12779,42
9579,2010-12-19,false,12780,42
9580,1900-01-01,false,12781,42
9581,2010-12-19,false,12782,42
9582,2010-12-19,false,12783,42
9583,2010-12-19,false,12784,42
9584,2010-12-19,false,12785,42
9585,2010-12-19,false,12786,42
9586,2010-12-19,false,12787,42
9587,2010-12-19,false,12788,42
9588,2010-12-19,false,12789,42
9589,2010-12-19,false,12790,42
9590,2010-11-27,false,12791,27
9591,2010-11-27,false,12792,18
9592,2010-11-27,false,12801,27
19425,2019-02-05,false,23452,28
9594,2010-12-03,false,12803,44
9595,2010-12-17,false,12808,17
9596,2010-12-19,false,12809,42
9597,1990-03-27,false,12810,23
9598,2011-03-27,false,12811,46
9599,2011-03-27,false,12812,46
9600,2011-03-27,false,12813,23
9601,2011-03-27,false,12814,23
9602,2011-03-27,false,12815,46
9603,2011-03-27,false,12816,23
9604,2011-03-27,false,12817,23
9605,2011-03-27,false,12818,23
9606,2011-03-27,false,12819,23
9607,2011-03-27,false,12820,23
9608,2011-03-27,false,12821,23
9609,2011-08-27,false,12822,46
9610,2011-03-27,false,12823,23
9611,2011-03-27,false,12824,23
9612,2011-03-27,false,12825,24
9613,2011-03-27,false,12826,24
9614,2011-03-20,false,12827,11
9615,2011-03-20,false,12828,11
9616,2011-03-20,false,12829,11
9617,2011-03-20,false,12830,11
412,2008-11-15,false,428,4
9618,2011-03-20,false,12831,11
9619,2011-03-20,false,12832,11
9620,2011-03-20,false,12833,11
9621,2011-03-20,false,12834,11
9622,2011-03-20,false,12835,11
9623,2011-03-20,false,12836,11
9624,2011-03-20,false,12837,11
9625,2011-03-20,false,12838,11
9626,2011-03-20,false,12839,11
9627,2011-03-20,false,12840,11
9628,2011-03-20,false,12841,11
9629,2011-03-20,false,12842,11
9630,2011-03-20,false,12843,11
9631,2011-03-20,false,12844,11
9632,2011-03-20,false,12845,11
9633,2011-03-20,false,12846,11
9634,2011-03-20,false,12847,11
9635,2011-03-20,false,12848,11
9636,2011-03-20,false,12849,11
9637,2003-02-18,false,12850,11
9638,2011-03-20,false,12851,11
9639,2011-03-20,false,12852,11
9640,2011-03-20,false,12853,11
9641,2011-03-20,false,12854,11
9642,2011-03-20,false,12855,11
9643,2011-03-20,false,12856,11
9644,2011-03-20,false,12857,11
9645,2011-03-20,false,12858,11
9646,2011-03-20,false,12859,11
9647,2011-03-20,false,12860,11
9648,2011-03-20,false,12861,11
9649,2011-03-20,false,12862,11
9650,2010-12-10,false,12863,12
9651,2010-12-10,false,12864,12
9652,2010-12-10,false,12865,12
9653,2010-12-10,false,12866,12
9654,2010-12-10,false,12867,12
9655,2010-12-10,false,12868,12
9656,2010-12-10,false,12869,12
9657,2010-12-10,false,12870,12
9658,2010-12-10,false,12871,12
9659,2010-12-10,false,12872,12
9660,2010-12-10,false,12873,12
9661,2010-12-10,false,12874,12
9662,2010-12-10,false,12875,12
9663,2011-04-10,false,12877,12
9664,2011-04-10,false,12878,12
9665,2011-04-10,false,12879,12
9666,2011-04-10,false,12880,12
9667,2011-04-10,false,12884,12
9668,2011-04-09,false,12885,44
9669,2011-04-09,false,12886,44
9670,2011-04-09,false,12887,44
9671,2011-04-09,false,12888,44
9672,2011-04-09,false,12889,44
9673,2011-04-09,false,12890,44
413,2008-11-15,false,429,4
9674,2011-04-09,false,12891,44
9675,2011-04-09,false,12892,44
9676,2011-04-09,false,12893,44
9677,2011-04-16,false,12894,28
9678,2011-04-16,false,12895,28
9679,2011-04-16,false,12896,28
9680,2011-04-16,false,12897,28
9681,2011-04-16,false,12898,28
9682,2011-04-16,false,12899,28
9683,2011-04-16,false,12900,28
9684,2011-04-10,false,12902,38
9685,2011-04-10,false,12903,38
9686,2011-04-10,false,12904,38
9687,2011-04-10,false,12905,38
9688,2011-04-10,false,12906,38
9689,2011-04-10,false,12907,38
9690,2011-04-10,false,12908,38
9691,2011-04-10,false,12909,38
9692,2011-04-10,false,12910,38
9693,2011-04-10,false,12911,38
9694,2011-04-17,false,12912,10
9695,2011-04-17,false,12913,10
9696,2011-04-17,false,12914,10
9697,2011-05-11,false,12916,29
9698,2011-04-16,false,12921,23
9699,2011-05-15,false,12924,30
9700,2011-05-15,false,12925,30
9701,2011-05-15,false,12926,30
9702,2011-05-15,false,12927,25
9703,2011-05-15,false,12928,25
9704,2011-05-15,false,12929,25
9705,2011-05-15,false,12930,25
9706,2011-05-15,false,12931,25
9707,2011-05-15,false,12932,25
9708,2011-05-15,false,12933,25
9709,2011-05-15,false,12934,25
9710,2011-05-08,false,12936,31
9711,2011-05-08,false,12937,31
9712,2011-05-08,false,12938,31
9713,2011-05-08,false,12939,31
9714,2011-05-08,false,12940,31
9715,2011-05-08,false,12941,31
9716,2011-05-15,false,12942,11
9717,2011-05-15,false,12943,11
9718,2011-05-15,false,12944,11
9719,2011-05-15,false,12945,11
9720,2011-05-15,false,12946,11
9721,2011-05-15,false,12947,11
9722,2011-05-15,false,12948,11
9723,2011-05-15,false,12949,11
9724,2011-05-15,false,12950,11
9725,1900-01-01,false,12951,11
9726,2011-05-15,false,12952,11
9727,2011-05-15,false,12953,11
9728,2011-05-15,false,12954,11
9729,2011-05-15,false,12955,11
414,2008-04-13,false,430,4
9730,2011-05-15,false,12956,11
9731,2011-05-15,false,12957,11
9732,2011-05-15,false,12958,11
9733,2011-05-15,false,12959,11
9734,2011-05-15,false,12960,11
9735,2011-05-15,false,12961,11
9736,2011-05-15,false,12962,11
9737,2011-05-15,false,12963,11
9738,2011-05-15,false,12964,11
9739,2011-05-15,false,12965,11
9740,2011-05-15,false,12966,11
9741,2011-05-15,false,12967,11
9742,2011-05-15,false,12968,11
9743,2011-05-15,false,12969,11
9744,2011-05-15,false,12970,11
9745,2011-05-15,false,12971,11
9746,2011-05-08,false,12975,24
9747,2011-05-11,false,12976,29
9748,2011-05-11,false,12979,22
9749,2011-05-11,false,12980,22
9750,2011-05-11,false,12981,22
9751,2011-05-01,false,12982,22
9752,2011-05-11,false,12983,22
9753,2011-05-11,false,12984,22
9754,2011-05-28,false,12985,27
9755,2011-05-28,false,12986,27
9756,2011-05-28,false,12987,27
9757,2011-05-28,false,12988,27
9758,2011-05-28,false,12989,27
9759,2011-05-28,false,12990,27
9760,2011-05-28,false,12991,27
9761,2011-05-28,false,12992,27
9762,2011-05-28,false,12993,27
9763,2011-05-28,false,12994,27
9764,2011-05-28,false,12995,27
9765,2011-05-28,false,12996,27
9766,2011-05-28,false,12997,27
9767,2011-05-28,false,12998,27
9768,2011-05-28,false,12999,27
9769,2011-05-28,false,13000,27
9770,2011-05-28,false,13001,27
9771,2011-05-28,false,13002,27
9772,2011-05-29,false,13003,42
9773,2011-05-29,false,13004,42
9774,2011-05-29,false,13005,42
9775,2011-05-29,false,13006,42
9776,2011-05-29,false,13007,42
9777,2011-05-29,false,13008,42
9778,2011-05-29,false,13009,42
9779,2011-05-29,false,13010,42
9780,2011-05-29,false,13011,42
9781,2011-05-29,false,13012,42
9782,2011-05-29,false,13013,42
9783,2011-05-29,false,13014,42
9784,2011-05-29,false,13015,42
9785,2011-05-29,false,13017,42
415,2008-04-13,false,431,4
9786,2011-05-29,false,13018,42
9787,2011-06-12,false,13019,31
9788,2011-06-12,false,13020,31
9789,2011-06-12,false,13021,31
9790,2011-06-12,false,13022,31
9791,2011-06-12,false,13023,31
9792,2011-06-12,false,13024,31
9793,2011-06-02,false,13025,33
9794,2011-05-29,false,13027,26
9795,2011-05-29,false,13028,26
9796,2011-05-29,false,13029,26
9797,2011-05-29,false,13030,26
9798,2011-05-29,false,13031,26
9799,2011-05-29,false,13032,26
9800,2011-05-29,false,13033,26
9801,2011-05-29,false,13034,26
9802,2011-05-29,false,13035,26
9803,2011-05-26,false,13036,26
9804,2011-05-29,false,13037,26
9805,2011-05-29,false,13038,26
9806,2011-05-29,false,13039,26
9807,2011-05-29,false,13040,26
9808,2011-05-29,false,13041,26
9809,2011-05-29,false,13042,26
9810,2011-05-29,false,13043,26
9811,2011-05-29,false,13044,26
9812,2011-05-29,false,13045,26
9813,2011-05-29,false,13046,26
9814,2011-05-29,false,13047,26
9815,2011-05-29,false,13048,26
9816,2011-05-29,false,13049,26
9817,2011-05-29,false,13050,39
9818,2011-05-29,false,13051,39
9819,2011-05-29,false,13052,39
9820,2011-05-29,false,13053,45
9821,2011-05-29,false,13054,41
9822,2011-05-29,false,13055,41
9823,2011-05-29,false,13056,41
9824,2011-05-29,false,13057,40
9825,2011-05-29,false,13058,41
9826,2011-05-29,false,13059,23
9827,2011-06-12,false,13060,32
9828,2011-06-12,false,13061,32
9829,2011-06-12,false,13062,32
9830,2011-06-12,false,13063,32
9831,2000-06-12,false,13064,32
9832,2011-06-12,false,13065,32
9833,2011-06-12,false,13066,32
9834,2011-06-12,false,13067,32
9835,2011-06-12,false,13068,32
9836,2011-06-12,false,13069,32
9837,2011-06-12,false,13070,32
9838,2011-06-12,false,13071,32
9839,2011-06-12,false,13072,32
9840,2011-06-12,false,13073,32
9841,2011-06-12,false,13074,32
416,2008-11-15,false,432,4
9842,2011-06-12,false,13075,32
9843,2011-06-12,false,13076,32
9844,2003-02-08,false,13077,32
9845,2011-06-12,false,13078,32
9846,2011-06-12,false,13079,32
9847,2011-06-12,false,13080,32
9848,1900-01-01,false,13082,32
9849,2011-06-12,false,13083,32
9850,2011-06-12,false,13084,32
9851,2011-06-12,false,13085,32
9852,2011-06-12,false,13086,32
9853,2011-06-12,false,13087,32
9854,2011-06-12,false,13088,32
9855,2011-06-12,false,13089,32
9856,2011-06-19,false,13090,28
9857,2011-06-11,false,13091,23
9858,2011-06-11,false,13092,23
9859,2011-06-11,false,13093,23
9860,2011-06-11,false,13096,23
9861,2011-06-11,false,13097,23
9862,2011-06-11,false,13098,23
9863,2011-06-11,false,13099,23
9864,2011-06-11,false,13100,23
9865,2011-06-11,false,13101,23
9866,2011-06-11,false,13102,23
9867,2011-06-11,false,13103,23
9868,2011-06-11,false,13104,23
9869,2011-06-11,false,13105,23
9870,2011-06-11,false,13106,23
9871,2011-06-11,false,13107,23
9872,2011-06-11,false,13108,23
9873,2011-06-11,false,13109,23
9874,2011-06-11,false,13110,23
9875,2011-06-11,false,13111,23
9876,2011-06-11,false,13112,23
9877,2011-06-11,false,13113,23
9878,2011-06-11,false,13114,23
23512,2010-01-05,false,27043,23
9880,2011-06-11,false,13116,23
9881,2011-06-11,false,13117,23
9882,2011-06-11,false,13118,23
9883,2011-06-11,false,13119,23
9884,2011-06-11,false,13120,23
9885,2011-06-11,false,13121,23
9886,2011-06-19,false,13122,27
9887,2011-06-19,false,13123,27
9888,2011-06-19,false,13124,27
9889,2011-06-19,false,13125,23
9890,2011-06-19,false,13126,23
9891,2011-06-19,false,13127,23
9892,2011-06-19,false,13128,23
9893,2011-06-19,false,13129,23
9894,2011-06-19,false,13130,23
9895,2011-06-19,false,13131,23
9896,2011-06-19,false,13132,23
9897,2011-06-19,false,13133,23
417,2008-11-15,false,433,4
9898,2011-06-19,false,13134,23
9899,2011-06-19,false,13135,23
9900,2011-06-19,false,13136,23
9901,2011-06-19,false,13137,23
9902,2011-06-19,false,13138,23
9903,2011-06-19,false,13139,23
9904,2011-06-19,false,13140,23
9905,2011-06-19,false,13141,23
9906,2011-06-19,false,13142,23
9907,2011-06-19,false,13143,23
9908,2011-06-19,false,13144,23
9909,2011-06-19,false,13145,23
9910,2011-06-19,false,13146,23
9911,2011-06-19,false,13147,23
9912,2011-06-19,false,13148,23
9913,2011-06-17,false,13149,23
9914,2011-06-17,false,13150,23
9915,2011-06-17,false,13151,24
9916,2011-06-17,false,13152,24
9917,2011-06-17,false,13153,24
9918,2011-06-17,false,13154,24
9919,2011-06-17,false,13155,24
9920,2011-06-17,false,13156,24
9921,2011-06-17,false,13157,24
9922,2011-06-17,false,13158,24
9923,2011-06-17,false,13159,24
9924,2011-06-17,false,13160,24
9925,2011-06-17,false,13161,24
9926,2011-06-17,false,13162,24
9927,2011-06-17,false,13163,24
9928,2011-06-17,false,13164,24
9929,2011-06-17,false,13165,24
9930,2011-06-17,false,13166,24
9931,2011-06-17,false,13167,24
9932,2011-06-17,false,13168,24
9933,2011-06-17,false,13169,24
9934,2011-06-17,false,13170,24
9935,2011-06-17,false,13171,24
9936,2011-06-17,false,13172,24
9937,2011-06-17,false,13173,24
9938,2011-06-17,false,13174,24
9939,2011-06-17,false,13175,24
9940,2011-06-17,false,13176,24
9941,2011-06-17,false,13177,24
9942,2011-06-17,false,13178,24
9943,2011-06-17,false,13179,24
9944,2011-06-11,false,13180,44
9945,2011-06-11,false,13181,44
9946,2011-06-11,false,13182,44
9947,2011-06-11,false,13183,44
9948,2011-06-11,false,13184,44
9949,2011-06-11,false,13185,44
9950,2011-06-01,false,13186,44
9951,2011-06-01,false,13187,44
9952,2011-06-11,false,13188,44
9953,2011-06-01,false,13189,44
418,2007-11-17,false,434,4
9954,2011-06-16,false,13190,18
9955,2011-06-16,false,13191,18
9956,2011-06-16,false,13192,18
9957,2011-06-06,false,13193,18
9958,2011-06-16,false,13194,18
9959,2011-06-16,false,13195,18
9960,2011-06-16,false,13196,18
9961,2011-06-16,false,13197,18
9962,2011-06-16,false,13198,18
9963,2011-06-16,false,13199,18
9964,2011-06-16,false,13200,28
9965,2011-06-16,false,13201,28
9966,2011-06-16,false,13202,28
9967,2011-06-16,false,13203,28
9968,2011-06-16,false,13206,28
9969,2011-06-16,false,13207,28
9970,2011-06-16,false,13208,28
9971,2011-06-12,false,13209,15
9972,2011-06-12,false,13210,28
9973,2011-06-12,false,13211,15
9974,2011-06-12,false,13212,15
9975,2011-06-12,false,13213,15
9976,2011-06-12,false,13214,15
9977,2011-06-12,false,13215,15
9978,2001-06-12,false,13216,15
9979,2011-06-12,false,13217,15
9980,2011-06-12,false,13218,15
9981,2011-06-12,false,13219,15
9982,2011-06-12,false,13220,15
9983,2011-06-12,false,13221,15
9984,2011-06-12,false,13222,15
9985,2011-08-07,false,13224,12
9986,2011-08-07,false,13225,12
9987,2011-08-07,false,13226,12
9988,2011-08-07,false,13227,12
9989,2011-08-07,false,13228,12
9990,2011-08-07,false,13229,12
9991,2011-08-07,false,13230,12
9992,2011-08-07,false,13231,12
9993,2011-08-07,false,13232,12
9994,2011-08-07,false,13233,12
9995,2011-08-07,false,13234,12
9996,2011-08-07,false,13235,12
9997,2011-08-07,false,13236,12
9998,2011-08-07,false,13237,12
9999,2011-08-07,false,13238,12
10000,2011-08-07,false,13241,12
